22790789	9924639
22790795	9924639
22790801	9924639
22790815	9924639
22790830	9924639
22790844	9924639
22790859	9924639
22793120	9924639
22863819	9583114
22863821	9583114
22824325	5040302
22824351	5040302
22824357	5040302
22824361	5040302
22824367	5040302
22824375	5040302
22824377	5040302
22824381	5040302
22879602	5040302
22933045	5040302
22934154	5040302
22572786	8877013
22572790	8877013
22572795	8877013
22572799	8877013
22572801	8877013
22572805	8877013
22572827	8877013
22773067	8877013
22773070	8877013
22773075	8877013
22773078	8877013
22848141	8877013
22572768	7399132
22572772	7399132
22572774	7399132
22572825	7399132
22572829	7399132
22771603	7399132
22619455	1450637
22619457	1450637
22619459	1450637
22619461	1450637
22619463	1450637
22619469	1450637
22619473	1450637
22619477	1450637
22619479	1450637
22619489	1450637
22619497	1450637
22619499	1450637
22619515	1450637
22619519	1450637
22619527	1450637
22619529	1450637
22619531	1450637
22619539	1450637
22619541	1450637
22619543	1450637
22619545	1450637
22619547	1450637
22619549	1450637
22619553	1450637
22619561	1450637
22619563	1450637
22619575	1450637
22619577	1450637
22619583	1450637
22619585	1450637
22619587	1450637
22619601	1450637
22624402	1450637
22882641	1450637
22882711	1450637
22882821	1450637
22884595	1450637
22885324	1450637
22886307	1450637
22720490	8051895
22721684	8051895
22721718	8051895
22589629	8522302
22817371	5204562
22817373	5204562
22817377	5204562
22817379	5204562
22817381	5204562
22817365	2813433
22693554	6115340
22693556	6115340
22693558	6115340
22553206	2540162
22553214	2540162
22553224	2540162
22554009	2540162
22567714	2351546
22567724	2351546
22567730	2351546
22567736	2351546
22567756	2351546
22467217	9199716
22467219	9199716
22467204	6749255
22467206	6749255
22467208	6749255
22467210	6749255
22737150	9818505
22737172	9818505
22737163	6473703
22737168	6473703
22624951	8635813
22624953	8635813
22624957	8635813
22624959	8635813
22624971	8635813
22624981	8635813
22624991	8635813
22625003	8635813
22625027	8635813
22625033	8635813
22626072	8635813
22626080	8635813
22626089	8635813
22626107	8635813
22446102	5651221
22446104	5651221
22446106	5651221
22446108	5651221
22446112	5651221
22446114	5651221
22446126	5651221
22446128	5651221
22446140	5651221
22446144	5651221
22446150	5651221
22446162	5651221
22446166	5651221
22446168	5651221
22446172	5651221
22446184	5651221
22446186	5651221
22446192	5651221
22446206	5651221
22446369	5651221
22446371	5651221
22446381	5651221
22446394	5651221
22446401	5651221
22810282	3529182
22810304	3529182
22810322	3529182
22810324	3529182
22810355	3529182
22810397	3529182
22810434	3529182
22810462	3529182
22810471	3529182
22810501	3529182
22810302	5638901
22810313	5638901
22810457	5638901
22810372	1576566
22810382	1576566
22810452	1576566
22639951	1905494
22639954	1905494
22639961	1905494
22639963	1905494
22639965	1905494
22639977	1905494
22639979	1905494
22639981	1905494
22640556	1905494
22640567	1905494
22968415	4753225
22968425	4753225
22968427	4753225
22968429	4753225
22968431	4753225
22968435	4753225
22968441	4753225
22968449	4753225
22968455	4753225
22968470	4753225
22968482	4753225
22968484	4753225
22968486	4753225
22968494	4753225
